"","id","name","hisp","non.hisp","pop","zonal.hisp","zonal.almost.hisp","zonal.non.hisp","per.capita","white.per.capita","black.per.capita","native.american.per.capita","asian.per.capita","pacific.islander.per.capita","other.per.capita","two.races.per.capita","hisp.per.capita","non.hisp.per.capita","pov","pov.m","pov.f","non.pov","non.pov.m","non.pov.f","pov.white","pov.white.m","pov.white.f","non.pov.white","non.pov.white.m","non.pov.white.f","pov.black","pov.black.m","pov.black.f","non.pov.black","non.pov.black.m","non.pov.black.f","pov.native","pov.native.m","pov.native.f","non.pov.native","non.pov.native.m","non.pov.native.f","pov.asian","pov.asian.m","pov.asian.f","non.pov.asian","non.pov.asian.m","non.pov.asian.f","pov.pacific","pov.pacific.m","pov.pacific.f","non.pov.pacific","non.pov.pacific.m","non.pov.pacific.f","pov.other","pov.other.m","pov.other.f","non.pov.other","non.pov.other.m","non.pov.other.f","pov.mixed","pov.mixed.m","pov.mixed.f","non.pov.mixed","non.pov.mixed.m","non.pov.mixed.f","pov.whitenonhisp","pov.whitenonhisp.m","pov.whitenonhisp.f","non.pov.whitenonhisp","non.pov.whitenonhisp.m","non.pov.whitenonhisp.f","pov.hisp","pov.hisp.m","pov.hisp.f","non.pov.hisp","non.pov.hisp.m","non.pov.hisp.f","above.25.est","male.est","less.than.high.m","high.m","some.college.m","bach.or.high.m","female.est","less.than.high.f","high.f","some.college.f","bach.or.high.f","above.25.est.white","male.est.white.","less.than.high.m.white","high.m.white","some.college.m.white","bach.or.high.m.white","female.est.white","less.than.high.f.white","high.f.white","some.college.f.white","bach.or.high.f.white","above.25.est.black","male.est.black","less.than.high.m.black","high.m.black","some.college.m.black","bach.or.high.m.black","female.est.black","less.than.high.f.black","high.f.black","some.college.f.black","bach.or.high.f.black","above.25.est.native","male.est.native","less.than.high.m.native","high.m.native","some.college.m.native","bach.or.high.m.native","female.est.native","less.than.high.f.native","high.f.native","some.college.f.native","bach.or.high.f.native","above.25.est.asian","male.est.asian","less.than.high.m.asian","high.m.asian","some.college.m.asian","bach.or.high.m.asian","female.est.asian","less.than.high.f.asian","high.f.asian","some.college.f.asian","bach.or.high.f.asian","above.25.est.pacific","male.est.pacific","less.than.high.m.pacific","high.m.pacific","some.college.m.pacific","bach.or.high.m.pacific","female.est.pacific","less.than.high.f.pacific","high.f.pacific","some.college.f.pacific","bach.or.high.f.pacific","above.25.est.other","male.est.other","less.than.high.m.other","high.m.other","some.college.m.other","bach.or.high.m.other","female.est.other","less.than.high.f.other","high.f.other","some.college.f.other","bach.or.high.f.other","above.25.est.mixed","male.est.mixed","less.than.high.m.mixed","high.m.mixed","some.college.m.mixed","bach.or.high.m.mixed","female.est.mixed","less.than.high.f.mixed","high.f.mixed","some.college.f.mixed","bach.or.high.f.mixed","above.25.est.whitenonhisp","male.est.whitenonhisp","less.than.high.m.whitenonhisp","high.m.whitenonhisp","some.college.m.whitenonhisp","bach.or.high.m.whitenonhisp","female.est.whitenonhisp","less.than.high.f.whitenonhisp","high.f.whitenonhisp","some.college.f.whitenonhisp","bach.or.high.f.whitenonhisp","above.25.est.hisp","male.est.hisp","less.than.high.m.hisp","high.m.hisp","some.college.m.hisp","bach.or.high.m.hisp","female.est.hisp","less.than.high.f.hisp","high.f.hisp","some.college.f.hisp","bach.or.high.f.hisp"
"934",18097355500,"Census Tract 3555, Marion County, Indiana",577,2992,3569,0,0,1,19623,19826,34568,NA,NA,NA,8166,2436,13008,20202,526,272,254,2956,1560,1396,399,168,231,2502,1341,1161,10,10,0,232,121,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,117,94,23,136,80,56,0,0,0,73,18,55,338,168,170,2241,1176,1065,178,94,84,397,245,152,2170,1124,360,461,289,14,1046,345,390,170,141,2170,1124,360,461,289,14,1046,345,390,170,141,142,87,10,48,0,29,55,0,21,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,87,60,60,0,0,0,27,27,0,0,0,15,0,0,0,0,0,15,0,0,15,0,1997,1033,360,383,276,14,964,301,352,170,141,260,151,60,78,13,0,109,71,38,0,0
"935",18097355600,"Census Tract 3556, Marion County, Indiana",456,1542,1998,0,0,1,14670,14294,17864,NA,NA,NA,NA,24293,10081,14758,442,205,237,1279,676,603,387,178,209,1074,590,484,55,27,28,83,22,61,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,12,38,0,0,0,58,38,20,348,169,179,872,449,423,39,9,30,295,196,99,938,445,152,136,157,0,493,176,244,63,10,938,445,152,136,157,0,493,176,244,63,10,114,38,0,16,0,22,76,0,14,38,24,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,12,0,0,0,12,12,0,0,0,18,9,0,0,0,9,9,9,0,0,0,851,398,116,125,157,0,453,136,244,63,10,125,73,62,11,0,0,52,52,0,0,0
"936",18097355700,"Census Tract 3557, Marion County, Indiana",533,2212,2745,0,0,1,11293,13192,8333,NA,NA,NA,5680,NA,10996,12629,1441,781,660,1430,703,727,1009,536,473,1165,588,577,87,62,25,170,62,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,140,110,32,22,10,95,43,52,63,31,32,881,449,432,1017,464,553,404,227,177,170,146,24,1339,607,366,141,89,11,732,339,278,115,0,1339,607,366,141,89,11,732,339,278,115,0,141,93,11,82,0,0,48,40,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,47,47,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1198,501,270,131,89,11,697,315,267,115,0,238,153,143,10,0,0,85,49,36,0,0
"937",18097355900,"Census Tract 3559, Marion County, Indiana",293,2240,2533,0,0,1,15645,14812,24874,NA,NA,NA,NA,3869,17098,14588,588,264,324,1697,929,768,557,255,302,1428,879,549,9,9,0,222,35,187,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,22,0,22,30,8,22,513,211,302,1296,747,549,44,44,0,142,132,10,1583,919,312,358,125,124,664,276,173,139,76,1583,919,312,358,125,124,664,276,173,139,76,114,17,9,8,0,0,97,0,69,0,28,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,13,1407,743,268,244,125,106,664,276,173,139,76,176,176,44,114,0,18,0,0,0,0,0
"938",18097356200,"Census Tract 3562, Marion County, Indiana",173,1981,2154,0,0,1,24239,30806,9512,NA,NA,NA,9313,9691,10683,31374,59,32,27,829,422,407,59,32,27,765,405,360,0,0,0,41,10,31,0,0,0,0,0,0,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,59,32,27,741,393,348,0,0,0,24,12,12,1038,604,135,141,104,224,434,72,150,62,150,1038,604,135,141,104,224,434,72,150,62,150,357,304,117,100,60,27,53,40,11,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,68,44,24,0,0,5,5,0,0,0,26,26,6,0,20,0,0,0,0,0,0,997,575,114,133,104,224,422,60,150,62,150,120,102,65,32,5,0,18,17,0,0,1
"939",18097356400,"Census Tract 3564, Marion County, Indiana",1095,2639,3734,0,1,0,12458,12701,10706,NA,15766,NA,13893,NA,9791,14319,1612,802,810,2295,1134,1161,1221,559,662,1384,817,567,341,220,121,341,91,250,0,0,0,0,0,0,0,0,0,47,32,15,0,0,0,0,0,0,50,23,27,494,194,300,0,0,0,29,0,29,835,386,449,1332,797,535,436,196,240,546,214,332,1570,904,339,378,85,102,666,313,169,173,11,1570,904,339,378,85,102,666,313,169,173,11,439,119,11,85,23,0,320,37,123,92,68,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,0,16,15,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,370,170,23,147,0,0,200,128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,836,306,343,85,102,613,300,160,142,11,491,238,56,182,0,0,253,141,81,31,0
"940",18097356900,"Census Tract 3569, Marion County, Indiana",223,2383,2606,0,0,1,13476,14084,14001,NA,NA,NA,NA,NA,7266,14563,709,299,410,1563,690,873,494,231,263,1275,554,721,121,39,82,262,136,126,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,19,65,26,0,26,412,182,230,1241,535,706,82,49,33,34,19,15,1201,472,101,197,66,108,729,215,370,132,12,1201,472,101,197,66,108,729,215,370,132,12,320,155,49,88,18,0,165,62,61,24,18,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,19,0,0,11,0,0,11,0,1167,462,101,197,66,98,705,199,362,132,12,34,10,0,0,0,10,24,16,8,0,0
"941",18097357000,"Census Tract 3570, Marion County, Indiana",318,2453,2771,0,0,1,13028,13523,12532,NA,NA,NA,10355,NA,9449,13571,1080,442,638,2070,910,1160,839,314,525,1754,809,945,58,16,42,170,68,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,112,71,132,33,99,0,0,0,14,0,14,839,314,525,1720,798,922,183,112,71,180,44,136,1630,671,182,247,143,99,959,403,316,148,92,1630,671,182,247,143,99,959,403,316,148,92,105,19,11,8,0,0,86,0,24,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,53,53,0,0,0,149,149,0,0,0,18,0,0,0,0,0,18,0,0,18,0,1608,660,182,236,143,99,948,392,316,148,92,242,64,53,11,0,0,178,160,0,18,0
"942",18097357100,"Census Tract 3571, Marion County, Indiana",348,2131,2479,0,0,1,13755,14848,11872,NA,NA,NA,7845,NA,5493,16153,668,267,401,1167,623,544,548,175,373,998,523,475,21,21,0,89,47,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,28,80,53,27,60,60,0,0,0,0,409,109,300,966,508,458,178,77,101,112,68,44,1195,525,142,310,48,25,670,206,232,114,118,1195,525,142,310,48,25,670,206,232,114,118,79,61,38,10,13,0,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,42,0,0,0,9,9,0,0,0,10,10,10,0,0,0,0,0,0,0,0,1138,510,142,295,48,25,628,198,206,106,118,108,57,42,15,0,0,51,17,26,8,0
"943",18097357200,"Census Tract 3572, Marion County, Indiana",656,2802,3458,0,0,1,11320,10677,17034,NA,NA,NA,11428,NA,7596,11294,1629,697,932,1517,835,682,1421,626,795,1208,637,571,154,42,112,219,144,75,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,70,43,27,29,14,15,20,11,9,1224,542,682,1049,549,500,207,84,123,229,131,98,1522,732,343,261,119,9,790,383,263,139,5,1522,732,343,261,119,9,790,383,263,139,5,210,129,51,36,25,17,81,7,54,9,11,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,38,31,0,7,0,27,27,0,0,0,20,11,0,0,0,11,9,0,9,0,0,1405,678,336,231,102,9,727,338,263,121,5,182,92,38,30,24,0,90,72,0,18,0
"944",18097357300,"Census Tract 3573, Marion County, Indiana",245,1778,2023,0,0,1,13545,15039,11016,NA,NA,NA,14528,NA,12827,15501,464,190,274,1417,756,661,292,113,179,754,364,390,145,64,81,432,222,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,170,30,27,13,14,31,0,31,292,113,179,722,364,358,0,0,0,250,170,80,841,390,176,175,29,10,451,160,173,59,59,841,390,176,175,29,10,451,160,173,59,59,233,72,5,59,0,8,161,52,66,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,78,78,0,0,0,30,30,0,0,0,31,0,0,0,0,0,31,0,31,0,0,841,390,176,175,29,10,451,160,173,59,59,126,78,78,0,0,0,48,30,18,0,0
"945",18097357400,"Census Tract 3574, Marion County, Indiana",338,3974,4312,0,0,1,11785,12993,9329,NA,NA,NA,10475,NA,8817,13228,1935,770,1165,2633,1352,1281,1189,491,698,1998,1020,978,664,207,457,426,237,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,190,86,104,73,63,10,19,9,10,1093,451,642,1998,1020,978,105,49,56,190,86,104,2142,969,374,408,132,55,1173,597,356,152,68,2142,969,374,408,132,55,1173,597,356,152,68,502,173,86,77,10,0,329,112,125,70,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,42,0,25,17,0,59,0,59,0,0,21,21,21,0,0,0,0,0,0,0,0,2107,951,356,408,132,55,1156,580,356,152,68,136,60,18,25,17,0,76,17,59,0,0
"946",18097357500,"Census Tract 3575, Marion County, Indiana",182,3852,4034,0,0,1,18962,19883,NA,NA,NA,NA,2500,NA,1791,19917,927,448,479,2874,1358,1516,786,395,391,2752,1316,1436,0,0,0,65,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,34,88,9,9,0,19,19,0,48,0,48,786,395,391,2740,1316,1424,122,34,88,25,0,25,2612,1149,188,525,259,177,1463,262,656,401,144,2612,1149,188,525,259,177,1463,262,656,401,144,65,33,0,0,33,0,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,8,9,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,2600,1149,188,525,259,177,1451,262,656,389,144,20,8,8,0,0,0,12,0,0,12,0
"947",18097357600,"Census Tract 3576, Marion County, Indiana",690,5725,6415,0,0,1,14989,15384,11534,20258,NA,NA,11234,6699,10824,15745,1344,589,755,4527,2319,2208,1052,547,505,3794,1865,1929,96,12,84,138,82,56,0,0,0,43,29,14,0,0,0,87,50,37,0,0,0,0,0,0,68,30,38,196,139,57,128,0,128,269,154,115,867,401,466,3606,1763,1843,265,188,77,384,241,143,3408,1500,445,732,268,55,1908,681,672,463,92,3408,1500,445,732,268,55,1908,681,672,463,92,197,76,35,0,29,12,121,92,29,0,0,43,29,17,12,0,0,14,14,0,0,0,87,50,0,0,0,50,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,57,14,28,15,0,66,0,43,23,0,50,34,0,34,0,0,16,0,16,0,0,3129,1299,346,669,229,55,1830,642,672,424,92,414,270,113,91,54,12,144,39,43,62,0
"948",18097357800,"Census Tract 3578, Marion County, Indiana",203,1888,2091,0,0,1,16322,18427,2772,NA,NA,NA,NA,NA,3086,19503,889,277,612,1286,662,624,694,254,440,1205,629,576,182,10,172,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,69,21,48,606,222,384,1166,600,566,88,32,56,39,29,10,1283,643,119,261,153,110,640,154,270,136,80,1283,643,119,261,153,110,640,154,270,136,80,32,22,0,10,0,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249,627,103,261,153,110,622,136,270,136,80,34,16,16,0,0,0,18,18,0,0,0
"949",18097357900,"Census Tract 3579, Marion County, Indiana",444,3576,4020,0,0,1,19234,21047,6937,NA,NA,NA,12320,NA,12886,21245,766,339,427,3103,1683,1420,597,259,338,2682,1388,1294,163,80,83,156,121,35,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,174,85,0,0,0,0,0,0,562,259,303,2622,1368,1254,35,0,35,319,194,125,2606,1301,317,473,297,214,1305,261,548,315,181,2606,1301,317,473,297,214,1305,261,548,315,181,189,122,0,94,0,28,67,0,67,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,129,129,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2511,1281,317,453,297,214,1230,250,513,286,181,260,149,129,20,0,0,111,47,35,29,0
"950",18097358000,"Census Tract 3580, Marion County, Indiana",110,1348,1458,0,0,1,15334,16537,9837,NA,NA,NA,NA,NA,8779,16913,433,181,252,934,581,353,352,159,193,770,468,302,81,22,59,135,113,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,12,0,12,352,159,193,731,449,282,0,0,0,68,19,49,767,453,138,177,95,43,314,127,108,49,30,767,453,138,177,95,43,314,127,108,49,30,192,104,29,23,38,14,88,11,66,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,17,0,12,0,0,0,0,0,12,0,12,0,0,747,443,138,177,85,43,304,127,98,49,30,49,10,0,0,10,0,39,0,22,17,0
"951",18097358100,"Census Tract 3581, Marion County, Indiana",422,2399,2821,0,0,1,13753,13539,NA,NA,NA,NA,18103,NA,11363,14524,1088,335,753,1691,852,839,1088,335,753,1488,736,752,0,0,0,15,7,8,0,0,0,0,0,0,0,0,0,23,11,12,0,0,0,0,0,0,0,0,0,156,98,58,0,0,0,9,0,9,767,216,551,1339,667,672,321,119,202,305,167,138,1575,658,258,214,56,130,917,296,358,212,51,1575,658,258,214,56,130,917,296,358,212,51,15,7,0,7,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,0,0,0,11,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,117,90,83,7,0,0,27,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,551,183,214,56,98,758,180,358,169,51,383,197,158,7,0,32,186,133,10,43,0
"952",18097360101,"Census Tract 3601.01, Marion County, Indiana",194,2290,2484,0,0,1,10386,11333,9775,NA,NA,NA,NA,NA,3525,11624,1500,756,744,1490,792,698,766,489,277,675,396,279,694,260,434,782,383,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,13,13,0,26,0,26,20,0,20,708,445,263,660,381,279,98,51,47,28,28,0,1072,632,120,206,145,161,440,200,183,48,9,1072,632,120,206,145,161,440,200,183,48,9,827,259,136,68,55,0,568,217,175,157,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,20,0,0,0,0,0,20,8,12,0,0,1043,617,105,206,145,161,426,186,183,48,9,36,15,15,0,0,0,21,14,0,7,0
"953",18097360102,"Census Tract 3601.02, Marion County, Indiana",81,2633,2714,0,0,1,15188,18208,14716,NA,NA,NA,NA,5228,NA,18208,854,299,555,1776,871,905,77,47,30,429,237,192,777,252,525,1224,587,637,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,99,47,52,77,47,30,429,237,192,0,0,0,18,0,18,398,250,95,67,54,34,148,16,83,31,18,398,250,95,67,54,34,148,16,83,31,18,1241,554,114,262,170,8,687,316,217,111,43,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,18,0,0,91,39,0,17,22,0,52,0,0,52,0,398,250,95,67,54,34,148,16,83,31,18,18,0,0,0,0,0,18,0,18,0,0
"954",18097360201,"Census Tract 3602.01, Marion County, Indiana",287,3468,3755,0,0,1,14273,16724,11757,NA,NA,NA,NA,NA,NA,16611,1261,558,703,2423,1196,1227,631,262,369,1304,699,605,610,287,323,1039,442,597,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,23,25,9,9,0,32,32,0,631,262,369,1291,686,605,0,0,0,37,24,13,1475,686,165,271,156,94,789,119,384,240,46,1475,686,165,271,156,94,789,119,384,240,46,872,222,67,53,92,10,650,233,211,170,36,11,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,0,0,0,0,0,0,0,19,19,0,9,10,0,0,0,0,0,0,1462,673,165,271,143,94,789,119,384,240,46,24,24,0,11,13,0,0,0,0,0,0
"955",18097360202,"Census Tract 3602.02, Marion County, Indiana",232,3089,3321,0,0,1,15277,19019,13110,NA,NA,NA,NA,NA,4891,21311,673,312,361,3101,1590,1511,269,120,149,1219,676,543,378,184,194,1709,854,855,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,12,40,26,8,18,108,48,60,126,62,64,1182,646,536,169,66,103,101,41,60,1096,608,82,373,85,68,488,89,227,100,72,1096,608,82,373,85,68,488,89,227,100,72,970,367,40,124,182,21,603,60,240,188,115,13,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,0,28,0,12,32,10,0,10,0,0,22,0,0,22,0,1048,567,75,339,85,68,481,82,227,100,72,88,41,7,34,0,0,47,7,28,0,12
"956",18097360301,"Census Tract 3603.01, Marion County, Indiana",508,3044,3552,0,0,1,16351,21790,11355,NA,5946,NA,NA,NA,17882,22225,788,347,441,3076,1473,1603,142,67,75,1789,819,970,528,194,334,1219,601,618,0,0,0,0,0,0,118,86,32,53,53,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,8,0,8,75,46,29,1584,728,856,97,51,46,212,91,121,1396,608,127,275,149,57,788,96,365,231,96,1396,608,127,275,149,57,788,96,365,231,96,803,288,43,209,19,17,515,44,262,199,10,0,0,0,0,0,0,0,0,0,0,0,83,51,0,0,0,51,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,7,0,8,0,0,0,0,0,8,8,0,0,0,1271,531,108,229,137,57,740,59,354,231,96,162,107,19,76,12,0,55,37,11,7,0
"957",18097360302,"Census Tract 3603.02, Marion County, Indiana",289,1951,2240,0,0,1,12024,14656,11779,NA,NA,NA,4178,6652,13927,14730,446,223,223,1281,572,709,149,80,69,342,171,171,233,98,135,841,338,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,45,19,0,0,0,0,0,0,98,63,35,149,80,69,297,140,157,0,0,0,45,31,14,332,182,74,65,26,17,150,28,59,30,33,332,182,74,65,26,17,150,28,59,30,33,731,268,53,135,55,25,463,115,115,226,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,28,0,0,28,0,19,0,19,0,0,31,22,13,0,9,0,9,0,9,0,0,308,158,58,57,26,17,150,28,59,30,33,24,24,16,8,0,0,0,0,0,0,0
"958",18097360401,"Census Tract 3604.01, Marion County, Indiana",528,5272,5800,0,0,1,15136,19237,13048,NA,28942,NA,11430,12081,10995,19680,1120,510,610,4585,2044,2541,367,188,179,1518,721,797,617,239,378,2657,1195,1462,0,0,0,20,20,0,0,0,0,55,19,36,0,0,0,0,0,0,80,47,33,115,51,64,56,36,20,220,38,182,309,152,157,1447,684,763,138,83,55,215,127,88,1269,557,119,269,96,73,712,152,300,208,52,1269,557,119,269,96,73,712,152,300,208,52,1531,571,57,219,212,83,960,90,332,513,25,0,0,0,0,0,0,0,0,0,0,0,55,19,4,0,0,15,36,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,101,54,28,9,17,0,47,9,18,20,0,119,22,0,22,0,0,97,0,70,27,0,1192,520,119,269,59,73,672,130,288,202,52,178,91,28,9,54,0,87,31,30,26,0
"959",18097360402,"Census Tract 3604.02, Marion County, Indiana",121,1741,1862,0,0,1,14125,16703,13485,NA,NA,NA,NA,NA,NA,16703,487,190,297,1672,805,867,90,53,37,459,216,243,397,137,260,1174,564,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,14,90,53,37,459,216,243,0,0,0,0,0,0,437,209,18,71,60,60,228,63,116,38,11,437,209,18,71,60,60,228,63,116,38,11,862,325,69,85,124,47,537,70,142,260,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14,0,0,437,209,18,71,60,60,228,63,116,38,11,0,0,0,0,0,0,0,0,0,0,0
"960",18097360404,"Census Tract 3604.04, Marion County, Indiana",1790,5722,7512,0,0,1,15266,22082,12135,NA,NA,NA,6743,7596,10221,25185,1749,818,931,4767,2457,2310,407,115,292,2046,1118,928,965,396,569,2402,1085,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,196,53,201,156,45,128,111,17,118,98,20,228,78,150,1623,825,798,450,255,195,708,525,183,1776,987,223,348,255,161,789,54,334,230,171,1776,987,223,348,255,161,789,54,334,230,171,1562,612,221,270,121,0,950,165,209,471,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,241,150,91,0,0,76,32,21,0,23,129,112,55,36,21,0,17,0,0,17,0,1438,727,52,267,255,153,711,14,296,230,171,735,581,376,197,0,8,154,72,59,0,23
"961",18097360405,"Census Tract 3604.05, Marion County, Indiana",384,5565,5949,0,0,1,18087,22693,15675,NA,14689,NA,4229,16825,3288,23927,888,306,582,5111,2230,2881,313,67,246,2154,897,1257,345,124,221,2705,1208,1497,0,0,0,0,0,0,0,0,0,53,41,12,0,0,0,0,0,0,230,115,115,38,14,24,0,0,0,161,70,91,239,67,172,2078,857,1221,268,79,189,127,67,60,1658,715,59,177,301,178,943,124,435,258,126,1658,715,59,177,301,178,943,124,435,258,126,1650,773,84,405,241,43,877,170,385,229,93,0,0,0,0,0,0,0,0,0,0,0,32,32,23,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,70,63,7,0,0,76,29,7,31,9,93,26,0,13,13,0,67,0,11,44,12,1658,715,59,177,301,178,943,124,435,258,126,123,47,27,20,0,0,76,29,7,31,9
"962",18097360501,"Census Tract 3605.01, Marion County, Indiana",481,5901,6382,0,0,1,19647,21731,16765,NA,NA,NA,NA,2976,8658,24250,990,422,568,5450,2753,2697,640,287,353,3932,2041,1891,323,123,200,1294,544,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,15,0,15,224,168,56,271,139,132,3601,1862,1739,381,160,221,347,179,168,2996,1513,234,614,443,222,1483,258,561,525,139,2996,1513,234,614,443,222,1483,258,561,525,139,791,289,45,149,12,83,502,9,195,213,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,13,13,0,13,0,0,0,0,0,0,0,2695,1331,125,541,443,222,1364,165,535,525,139,329,194,109,85,0,0,135,93,26,16,0
